2,40+2,45+2,50+2,45+2,45+2,45+2,50+2,50+2,49+2,49+2,49+2,50+2,13+2,https://cdn.sofifa.net/players/252/612/22_120.png,https://cdn.sofifa.net/teams/1474/60.png,https://cdn.sofifa.net/flags/kr.png,,https://cdn.sofifa.net/flags/kr.png
254515,https://sofifa.com/player/254515/hampus-holgersson/220002,H. Holgersson,Hampus Holgersson,"ST, CAM",52,64,200000,550,21,2000-05-18,182,73,112072,Mjällby AIF,Swedish Allsvenskan,1,SUB,20,,2020-01-01,2021,46,Sweden,,,,Right,2,2,1,Medium/Medium,Lean (170-185),No,290000,,,60,52,45,57,19,47,34,55,40,52,49,59,48,28,43,55,63,57,59,49,70,50,61,50,51,47,31,17,49,50,56,46,18,15,17,8,5,7,14,11,,52+2,52+2,52+2,53,53,53,53,53,53+2,53+2,53+2,52+2,47+2,47+2,47+2,52+2,37+2,36+2,36+2,36+2,37+2,35+2,30+2,30+2,30+2,35+2,14+2,https://cdn.sofifa.net/players/254/515/22_120.png,https://cdn.sofifa.net/teams/112072/60.png,https://cdn.sofifa.net/flags/se.png,,https://cdn.sofifa.net/flags/se.png
254549,https://sofifa.com/player/254549/joe-woodiwiss/220002,J. Woodiwiss,Joe Woodiwiss,CB,52,65,170000,550,18,2002-11-10,182,74,112254,Newport County,English League Two,4,RES,41,,2019-07-01,2022,50,Wales,,,,Right,3,2,1,Low/High,Normal (170-185),No,404000,,,65,25,28,39,52,60,25,23,48,35,21,31,21,21,22,38,66,65,63,46,67,36,81,53,67,17,47,50,29,26,30,40,52,55,52,12,6,10,9,8,,38+2,38+2,38+2,36,36,36,36,36,35+2,35+2,35+2,37+2,35+2,35+2,35+2,37+2,46+2,44+2,44+2,44+2,46+2,49+2,52+2,52+2,52+2,49+2,13+2,https://cdn.sofifa.net/players/254/549/22_120.png,https://cdn.sofifa.net/teams/112254/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-wls.png
255141,https://sofifa.com/player/255141/simen-vidtun-nilsen/220002,S. Nilsen,Simen Vidtun Nilsen,GK,52,66,170000,500,21,2000-03-03,191,75,112199,Sarpsborg 08 FF,Norwegian Eliteserien,1,SUB,1,,2020-01-14,2023,36,Norway,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,319000,,Comes For Crosses,,,,,,,12,7,13,22,7,8,14,12,27,10,26,28,33,32,46,35,64,23,45,5,37,12,5,38,17,28,10,12,12,53,55,47,51,54,27,17+2,17+2,17+2,16,17,17,17,16,19+2,19+2,19+2,18+2,20+2,20+2,20+2,18+2,17+2,20+2,20+2,20+2,17+2,17+2,20+2,20+2,20+2,17+2,51+2,https://cdn.sofifa.net/players/255/141/22_120.png,https://cdn.sofifa.net/teams/112199/60.png,https://cdn.sofifa.net/flags/no.png,,https://cdn.sofifa.net/flags/no.png
255368,https://sofifa.com/player/255368/nawaf-al-aqidi/220002,N. Al Aqidi,Nawaf Dhahi Al-Aqidi,GK,52,64,170000,2000,21,2000-05-10,188,83,112139,Al Nassr,Saudi Abdul L. Jameel League,1,RES,44,,2019-08-08,2024,183,Saudi Arabia,,,,Right,3,1,1,Medium/Medium,Lean (185+),No,323000,,,,,,,,,15,7,14,28,9,8,14,10,22,25,30,32,38,32,44,43,60,23,33,8,19,10,4,29,14,37,8,11,12,58,55,57,54,46,31,19+2,19+2,19+2,19,20,20,20,19,21+2,21+2,21+2,20+2,21+2,21+2,21+2,20+2,19+2,20+2,20+2,20+2,19+2,18+2,18+2,18+2,18+2,18+2,51+2,https://cdn.sofifa.net/players/255/368/22_120.png,https://cdn.sofifa.net/teams/112139/60.png,https://cdn.sofifa.net/flags/sa.png,,https://cdn.sofifa.net/flags/sa.png
255369,https://sofifa.com/player/255369/mohammed-marran/220002,M. Marran,Mohammed Khalil Maran,ST,52,69,210000,5000,20,2001-02-15,175,58,112572,Al Tai,Saudi Abdul L. Jameel League,1,RES,99,Al Nassr,,2022,183,Saudi Arabia,,,,Left,3,2,1,Medium/Medium,Lean (170-185),No,,,,64,52,37,51,20,53,27,55,54,39,46,45,36,28,32,52,62,65,72,50,73,53,75,51,58,45,38,15,51,49,55,45,18,16,12,6,14,14,6,11,,52+2,52+2,52+2,49,51,51,51,49,49+2,49+2,49+2,47+2,42+2,42+2,42+2,47+2,34+2,33+2,33+2,33+2,34+2,33+2,32+2,32+2,32+2,33+2,14+2,https://cdn.sofifa.net/players/255/369/22_120.png,https://cdn.sofifa.net/teams/112572/60.png,https://cdn.sofifa.net/flags/sa.png,,https://cdn.sofifa.net/flags/sa.png
255500,https://sofifa.com/player/255500/min-woo-seo/220002,Seo Min Woo,Min Woo Seo,CM,52,61,180000,1000,23,1998-03-12,184,75,112115,Gangwon FC,Korean K League 1,1,SUB,4,,2020-01-06,2022,167,Korea Republic,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,261000,,,57,38,51,53,51,59,39,38,46,57,35,51,42,40,51,55,58,57,57,51,55,42,60,56,59,32,63,50,43,55,38,51,51,54,45,13,14,11,10,12,,47+2,47+2,47+2,50,49,49,49,50,51+2,51+2,51+2,51+2,52+2,52+2,52+2,51+2,51+2,54+2,54+2,54+2,51+2,51+2,53+2,53+2,53+2,51+2,16+2,https://cdn.sofifa.net/players/255/500/22_120.png,https://cdn.sofifa.net/teams/112115/60.png,https://cdn.sofifa.net/flags/kr.png,,https://cdn.sofifa.net/flags/kr.png
255660,https://sofifa.com/player/255660/thomas-hallstensen/220002,T. Hallstensen,Thomas Hallstensen,CB,52,67,180000,500,19,2002-06-12,189,78,1456,Odds BK,Norwegian Eliteserien,1,RES,19,,2020-01-23,2022,36,Norway,,,,Right,2,2,1,Medium/Medium,Normal (185+),No,338000,,,53,38,29,34,52,60,27,43,47,34,27,28,24,31,22,34,52,54,44,47,51,37,76,50,66,32,52,50,35,26,38,44,51,56,53,9,14,8,8,10,,41+2,41+2,41+2,37,37,37,37,37,35+2,35+2,35+2,36+2,35+2,35+2,35+2,36+2,44+2,44+2,44+2,44+2,44+2,47+2,52+2,52+2,52+2,47+2,14+2,https://cdn.sofifa.net/players/255/660/22_120.png,https://cdn.sofifa.net/teams/1456/60.png,https://cdn.sofifa.net/flags/no.png,,https://cdn.sofifa.net/flags/no.png
255769,https://sofifa.com/player/255769/joo-hwan-kim/220002,Kim Joo Hwan,Joo Hwan Kim,RB,52,67,180000,850,20,2001-02-17,176,71,1474,Pohang Steelers,Korean K League 1,1,RES,19,,2020-01-01,2022,167,Korea Republic,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,338000,,,77,27,34,45,46,48,48,23,42,31,24,47,30,29,23,31,77,77,58,51,77,28,61,59,41,29,48,47,43,38,38,37,44,47,52,9,12,5,12,11,,39+2,39+2,39+2,44,41,41,41,44,40+2,40+2,40+2,44+2,37+2,37+2,37+2,44+2,49+2,41+2,41+2,41+2,49+2,50+2,46+2,46+2,46+2,50+2,15+2,https://cdn.sofifa.net/players/255/769/22_120.png,https://cdn.sofifa.net/teams/1474/60.png,https://cdn.sofifa.net/flags/kr.png,,https://cdn.sofifa.net/flags/kr.png
255903,https://sofifa.com/player/255903/christopher-garcia/220002,C. Garcia,Christopher Garcia,ST,52,73,250000,550,18,2003-01-13,170,64,111065,Real Salt Lake,USA Major League Soccer,1,RES,17,,2020-02-10,2024,95,United States,,,,Right,3,2,1,Medium/Low,Lean (170-),No,613000,,,79,51,43,58,18,42,30,55,41,49,41,57,45,31,41,54,80,79,73,48,86,48,55,53,38,44,33,11,50,51,56,45,17,15,17,9,9,8,10,10,,52+2,52+2,52+2,55,54,54,54,55,54+2,54+2,54+2,53+2,46+2,46+2,46+2,53+2,38+2,34+2,34+2,34+2,38+2,36+2,29+2,29+2,29+2,36+2,14+2,https://cdn.sofifa.net/players/255/903/22_120.png,https://cdn.sofifa.net/teams/111065/60.png,https://cdn.sofifa.net/flags/us.png,,https://cdn.sofifa.net/flags/us.png
255948,https://sofifa.com/player/255948/mark-byrne/220002,M. Byrne,Mark Byrne,"CAM, LM, RM",52,64,190000,500,20,2000-08-12,178,74,563,Sligo Rovers,Rep. Ireland Airtricity League,1,RM,12,,2020-02-13,2021,25,Republic of Ireland,,,,Right,3,2,1,High/Medium,Normal (170-185),No,333000,,,62,38,54,52,37,51,42,38,42,60,36,48,46,42,59,56,57,66,55,43,65,44,53,50,55,28,42,27,49,57,45,54,36,40,46,11,14,7,10,9,,47+2,47+2,47+2,50,50,50,50,50,52+2,52+2,52+2,52+2,51+2,51+2,51+2,52+2,46+2,47+2,47+2,47+2,46+2,45+2,43+2,43+2,43+2,45+2,14+2,https://cdn.sofifa.net/players/255/948/22_120.png,https://cdn.sofifa.net/teams/563/60.png,https://cdn.sofifa.net/flags/ie.png,,https://cdn.sofifa.net/flags/ie.png
256109,https://sofifa.com/player/256109/tarik-ibrahimagic/220002,T. Ibrahimagić,Tarik Ibrahimagić,"CM, CAM",52,65,190000,2000,20,2001-01-23,184,70,272,Odense Boldklub,Danish Superliga,1,SUB,21,,2020-02-16,2022,13,Denmark,,,,Right,3,2,1,Medium/Medium,Lean (170-185),No,356000,,,68,44,51,55,42,50,43,44,36,58,44,53,45,39,54,54,67,69,66,49,69,45,59,53,50,41,43,43,50,51,50,56,37,49,41,9,12,7,10,11,,49+2,49+2,49+2,53,52,52,52,53,53+2,53+2,53+2,53+2,52+2,52+2,52+2,53+2,50+2,49+2,49+2,49+2,50+2,49+2,45+2,45+2,45+2,49+2,15+2,https://cdn.sofifa.net/players/256/109/22_120.png,https://cdn.sofifa.net/teams/272/60.png,https://cdn.sofifa.net/flags/dk.png,,https://cdn.sofifa.net/flags/dk.png
256280,https://sofifa.com/player/256280/abdallah-basit/220002,A. Basit,Abdallah Basit,"CM, CDM",52,62,180000,2000,21,1999-10-15,180,78,112026,Benevento,Italian Serie B,2,SUB,6,,2019-09-02,2022,117,Ghana,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,360000,,,65,42,52,47,44,58,43,32,44,62,42,43,37,29,64,48,62,67,52,56,63,58,55,55,60,45,57,45,54,42,40,38,37,50,47,8,6,6,13,11,,49+2,49+2,49+2,49,50,50,50,49,50+2,50+2,50+2,51+2,52+2,52+2,52+2,51+2,51+2,52+2,52+2,52+2,51+2,50+2,49+2,49+2,49+2,50+2,14+2,https://cdn.sofifa.net/players/256/280/22_120.png,https://cdn.sofifa.net/teams/112026/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/gh.png
256304,https://sofifa.com/player/256304/parag-shrivas/220002,P. Shrivas,Parag Shrivas,"LB, LM",52,59,150000,500,24,1997-06-09,180,73,113302,Bengaluru FC,Indian Super League,1,SUB,27,,2020-01-01,2022,159,India,,,,Left,3,2,1,High/Medium,Normal (170-185),No,233000,,,64,28,40,45,48,62,51,27,35,43,24,52,34,29,25,31,64,64,53,47,65,29,56,62,67,24,52,45,46,37,39,37,46,53,56,14,7,6,8,14,,40+2,40+2,40+2,44,41,41,41,44,41+2,41+2,41+2,46+2,40+2,40+2,40+2,46+2,50+2,45+2,45+2,45+2,50+2,50+2,49+2,49+2,49+2,50+2,15+2,https://cdn.sofifa.net/players/256/304/22_120.png,https://cdn.sofifa.net/teams/113302/60.png,https://cdn.sofifa.net/flags/in.png,,https://cdn.sofifa.net/flags/in.png
256323,https://sofifa.com/player/256323/karabo-molefe/220002,K. Molefe,Karabo Molefe,GK,52,71,180000,500,18,2003-01-06,190,73,110929,Kaizer Chiefs,South African Premier Division,1,RES,34,,2019-02-04,2022,140,South Africa,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,509000,,,,,,,,,9,8,14,27,7,9,12,15,19,14,42,37,28,48,39,35,48,23,70,9,19,15,5,22,16,27,6,16,15,58,48,46,38,61,40,22+2,22+2,22+2,19,20,20,20,19,20+2,20+2,20+2,20+2,20+2,20+2,20+2,20+2,20+2,22+2,22+2,22+2,20+2,21+2,23+2,23+2,23+2,21+2,51+2,https://cdn.sofifa.net/players/256/323/22_120.png,https://cdn.sofifa.net/teams/110929/60.png,https://cdn.sofifa.net/flags/za.png,,https://cdn.sofifa.net/flags/za.png
256377,https://sofifa.com/player/256377/theodore-rask/220002,T. Rask,Theodore Rask,CB,52,65,180000,750,21,2000-05-01,189,84,702,IFK Norrköping,Swedish Allsvenskan,1,SUB,17,,2020-03-25,2022,46,Sweden,,,,Right,2,2,1,Medium/Medium,Normal (185+),No,338000,,,58,31,36,39,51,58,25,28,48,43,25,33,23,27,44,40,60,56,53,44,58,41,67,53,64,32,48,50,20,32,28,40,52,53,51,6,12,12,8,11,,38+2,38+2,38+2,37,37,37,37,37,38+2,38+2,38+2,38+2,40+2,40+2,40+2,38+2,46+2,48+2,48+2,48+2,46+2,48+2,52+2,52+2,52+2,48+2,13+2,https://cdn.sofifa.net/players/256/377/22_120.png,https://cdn.sofifa.net/teams/702/60.png,https://cdn.sofifa.net/flags/se.png,,https://cdn.sofifa.net/flags/se.png
256379,https://sofifa.com/player/256379/liam-munther/220002,L. Munther,Liam Munther,CM,52,63,170000,500,20,2001-02-14,177,70,113743,Varbergs BoIS FC,Swedish Allsvenskan,1,RES,20,,2018-03-06,2021,46,Sweden,,,,Left,3,2,1,Medium/Medium,Lean (170-185),No,247000,,,63,41,53,54,45,50,51,38,42,58,44,49,45,35,55,56,62,64,68,56,69,46,62,54,52,39,37,44,45,50,41,51,38,53,49,15,8,12,9,15,,48+2,48+2,48+2,52,51,51,51,52,52+2,52+2,52+2,53+2,52+2,52+2,52+2,53+2,52+2,51+2,51+2,51+2,52+2,52+2,48+2,48+2,48+2,52+2,17+2,https://cdn.sofifa.net/players/256/379/22_120.png,https://cdn.sofifa.net/teams/113743/60.png,https://cdn.sofifa.net/flags/se.png,,https://cdn.sofifa.net/flags/se.png
256387,https://sofifa.com/player/256387/ja-woong-heo/220002,Heo Ja Woong,Ja Woong Heo,GK,52,62,150000,550,23,1998-05-12,184,80,981,Seongnam FC,Korean K League 1,1,SUB,1,,2020-01-08,2022,167,Korea Republic,,,,Right,3,1,1,Medium/Medium,Stocky (170-185),No,218000,,,,,,,,,14,8,15,30,8,12,15,11,28,19,18,20,25,40,40,41,55,20,43,8,23,8,8,25,11,23,9,12,13,53,53,54,52,52,19,20+2,20+2,20+2,18,19,19,19,18,20+2,20+2,20+2,20+2,22+2,22+2,22+2,20+2,18+2,21+2,21+2,21+2,18+2,17+2,19+2,19+2,19+2,17+2,51+2,https://cdn.sofifa.net/players/256/387/22_120.png,https://cdn.sofifa.net/teams/981/60.png,https://cdn.sofifa.net/flags/kr.png,,https://cdn.sofifa.net/flags/kr.png
256435,https://sofifa.com/player/256435/henrik-falchener/220002,H. Falchener,Henrik Sælebakke Falchener,"CAM, CM",52,70,200000,500,18,2003-05-08,180,70,1757,Sandefjord Fotball,Norwegian Eliteserien,1,RES,25,,2019-11-08,2021,36,Norway,,,,Right,2,2,1,Medium/Medium,Lean (170-185),No,375000,,,64,46,49,56,42,48,41,45,45,56,45,55,45,40,54,56,58,68,58,51,65,55,56,47,51,40,39,31,48,46,48,56,40,48,46,5,5,9,12,12,,51+2,51+2,51+2,52,52,52,52,52,52+2,52+2,52+2,52+2,50+2,50+2,50+2,52+2,48+2,47+2,47+2,47+2,48+2,47+2,45+2,45+2,45+2,47+2,13+2,https://cdn.sofifa.net/players/256/435/22_120.png,https://cdn.sofifa.net/teams/1757/60.png,https://cdn.sofifa.net/flags/no.png,,https://cdn.sofifa.net/flags/no.png
256463,https://sofifa.com/player/256463/benedikt-grawe/220002,B. Grawe,Benedikt Paul Grawe,GK,52,63,160000,650,21,2000-02-21,190,88,110178,SV Sandhausen,German 2. Bundesliga,2,SUB,40,,2020-07-01,2022,21,Germany,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,280000,,,,,,,,,11,6,13,21,7,8,9,10,20,16,31,40,30,41,45,40,63,26,61,6,22,9,6,20,12,36,8,15,13,56,54,53,44,55,35,20+2,20+2,20+2,17,18,18,18,17,18+2,18+2,18+2,19+2,18+2,18+2,18+2,19+2,19+2,20+2,20+2,20+2,19+2,19+2,22+2,22+2,22+2,19+2,51+2,https://cdn.sofifa.net/players/256/463/22_120.png,https://cdn.sofifa.net/teams/110178/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/de.png
256552,https://sofifa.com/player/256552/dylan-aravena/220002,D. Aravena,Dylan Matías Aravena Valenzuela,CB,52,65,180000,800,20,2001-01-01,170,70,111327,CD Huachipato,Chilian Campeonato Nacional,1,SUB,13,,2020-02-01,2024,55,Chile,,,,Left,2,2,1,Low/High,Lean (170-),No,356000,,,64,22,29,31,54,56,24,17,53,25,29,19,27,28,45,31,63,64,49,49,78,32,72,63,56,19,44,50,26,32,37,43,51,60,55,7,13,14,5,13,,34+2,34+2,34+2,32,32,32,32,32,31+2,31+2,31+2,34+2,36+2,36+2,36+2,34+2,46+2,46+2,46+2,46+2,46+2,49+2,52+2,52+2,52+2,49+2,14+2,https://cdn.sofifa.net/players/256/552/22_120.png,https://cdn.sofifa.net/teams/111327/60.png,https://cdn.sofifa.net/flags/cl.png,,https://cdn.sofifa.net/flags/cl.png
256811,https://sofifa.com/player/256811/adan-george/220002,A. George,Adan George,ST,52,70,200000,1000,18,2002-07-30,176,72,88,Birmingham City,English League Championship,2,RES,40,,2018-07-01,2022,14,England,,,,Right,2,2,1,High/Low,Lean (170-185),No,505000,,,80,48,41,51,18,48,31,53,40,47,40,46,41,28,31,49,78,81,76,55,72,45,51,53,50,40,34,17,58,50,51,42,16,14,20,10,6,14,11,10,,52+2,52+2,52+2,53,53,53,53,53,52+2,52+2,52+2,51+2,44+2,44+2,44+2,51+2,38+2,34+2,34+2,34+2,38+2,37+2,30+2,30+2,30+2,37+2,15+2,https://cdn.sofifa.net/players/256/811/22_120.png,https://cdn.sofifa.net/teams/88/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
